Row ID;Row Name;equipId;value;mtrlId;eventFlag_forStock;eventFlag_forRelease;sellQuantity;equipType;costType;setNum;value_Add;value_Magnification;iconId;nameMsgId;menuTitleMsgId;menuIconId
33207;Golden Epitaph;60020700;18000;332070;0;11051025;-1;0;0;1;0;1;-1;-1;-1;-1;
33208;Nox Flowing Sword;60020800;18000;332080;0;11051085;-1;0;0;1;0;1;-1;-1;-1;-1;
33209;Inseparable Sword;60020900;16000;332090;0;11051042;-1;0;0;1;0;1;-1;-1;-1;-1;
33211;Coded Sword;60021100;16000;332110;0;11051021;-1;0;0;1;0;1;-1;-1;-1;-1;
33214;Sword of Night and Flame;60021400;20000;332140;0;11051028;-1;0;0;1;0;1;-1;-1;-1;-1;
33215;Crystal Sword;60021500;8000;332150;0;11051016;-1;0;0;1;0;1;-1;-1;-1;-1;
33218;Carian Knight's Sword;60021800;16000;332180;0;11051029;-1;0;0;1;0;1;-1;-1;-1;-1;
33219;Sword of St. Trina;60021900;14000;332190;0;11051035;-1;0;0;1;0;1;-1;-1;-1;-1;
33220;Miquellan Knight's Sword;60022000;20000;332200;0;11051022;-1;0;0;1;0;1;-1;-1;-1;-1;
33221;Cane Sword;60022100;15000;332210;0;11051033;-1;0;0;1;0;1;-1;-1;-1;-1;
33222;Regalia of Eochaid;60022200;20000;332220;0;11051034;-1;0;0;1;0;1;-1;-1;-1;-1;
33223;Noble's Slender Sword;60022300;12000;332230;0;11051019;-1;0;0;1;0;1;-1;-1;-1;-1;
33224;Warhawk's Talon;60022400;18000;332240;0;11051031;-1;0;0;1;0;1;-1;-1;-1;-1;
33225;Lazuli Glintstone Sword;60022500;12000;332250;0;11051036;-1;0;0;1;0;1;-1;-1;-1;-1;
33226;Rotten Crystal Sword;60022600;10000;332260;0;11051027;-1;0;0;1;0;1;-1;-1;-1;-1;
33300;Bastard Sword;60030000;9000;333000;0;11051018;-1;0;0;1;0;1;-1;-1;-1;-1;
33301;Forked Greatsword;60030100;12000;333010;0;11051053;-1;0;0;1;0;1;-1;-1;-1;-1;
33302;Iron Greatsword;60030200;15000;333020;0;11051045;-1;0;0;1;0;1;-1;-1;-1;-1;
33303;Lordsworn's Greatsword;60030300;12000;333030;0;11051053;-1;0;0;1;0;1;-1;-1;-1;-1;
33304;Knight's Greatsword;60030400;15000;333040;0;11051045;-1;0;0;1;0;1;-1;-1;-1;-1;
33305;Flamberge;60030500;14000;333050;0;11051038;-1;0;0;1;0;1;-1;-1;-1;-1;
33306;Ordovis's Greatsword;60030600;20000;333060;0;11051049;-1;0;0;1;0;1;-1;-1;-1;-1;
33307;Alabaster Lord's Sword;60030700;16000;333070;0;11051041;-1;0;0;1;0;1;-1;-1;-1;-1;
33308;Banished Knight's Greatsword;60030800;14000;333080;0;11051040;-1;0;0;1;0;1;-1;-1;-1;-1;
33309;Dark Moon Greatsword;60030900;20000;333090;0;11051048;-1;0;0;1;0;1;-1;-1;-1;-1;
33310;Sacred Relic Sword;60031000;20000;333100;0;11051024;-1;0;0;1;0;1;-1;-1;-1;-1;
33313;Helphen's Steeple;60031300;18000;333130;0;11051044;-1;0;0;1;0;1;-1;-1;-1;-1;
33314;Blasphemous Blade;60031400;18000;333140;0;11051041;-1;0;0;1;0;1;-1;-1;-1;-1;
33315;Marais Executioner's Sword;60031500;20000;333150;0;11051041;-1;0;0;1;0;1;-1;-1;-1;-1;
33316;Sword of Milos;60031600;16000;333160;0;11051042;-1;0;0;1;0;1;-1;-1;-1;-1;
33317;Golden Order Greatsword;60031700;20000;333170;0;11051024;-1;0;0;1;0;1;-1;-1;-1;-1;
33318;Claymore;60031800;10000;333180;0;11051037;-1;0;0;1;0;1;-1;-1;-1;-1;
33319;Gargoyle's Greatsword;60031900;18000;333190;0;11051041;-1;0;0;1;0;1;-1;-1;-1;-1;
33320;Death's Poker;60032000;20000;333200;0;11051051;-1;0;0;1;0;1;-1;-1;-1;-1;
33321;Gargoyle's Blackblade;60032100;20000;333210;0;11051054;-1;0;0;1;0;1;-1;-1;-1;-1;
33400;Greatsword;60040000;18000;334000;0;11051058;-1;0;0;1;0;1;-1;-1;-1;-1;
33401;Watchdog's Greatsword;60040100;17000;334010;0;11051061;-1;0;0;1;0;1;-1;-1;-1;-1;
33402;Maliketh's Black Blade;60040200;20000;334020;0;11051058;-1;0;0;1;0;1;-1;-1;-1;-1;
33403;Troll's Golden Sword;60040300;17000;334030;0;11051061;-1;0;0;1;0;1;-1;-1;-1;-1;
33404;Zweihander;60040400;16000;334040;0;11051039;-1;0;0;1;0;1;-1;-1;-1;-1;
33405;Starscourge Greatsword;60040500;20000;334050;0;11051058;-1;0;0;1;0;1;-1;-1;-1;-1;
33406;Royal Greatsword;60040600;20000;334060;0;11051067;-1;0;0;1;0;1;-1;-1;-1;-1;
33407;Godslayer's Greatsword;60040700;20000;334070;0;11051067;-1;0;0;1;0;1;-1;-1;-1;-1;
33408;Ruins Greatsword;60040800;20000;334080;0;11051057;-1;0;0;1;0;1;-1;-1;-1;-1;
33410;Grafted Blade Greatsword;60041000;20000;334100;0;11051057;-1;0;0;1;0;1;-1;-1;-1;-1;
33411;Troll Knight's Sword;60041100;18000;334110;0;11051060;-1;0;0;1;0;1;-1;-1;-1;-1;
33500;Estoc;60050000;12000;335000;0;11051074;-1;0;0;1;0;1;-1;-1;-1;-1;
33501;Cleanrot Knight's Sword;60050100;14000;335010;0;11051068;-1;0;0;1;0;1;-1;-1;-1;-1;
33502;Rapier;60050200;8000;335020;0;11051016;-1;0;0;1;0;1;-1;-1;-1;-1;
33503;Rogier's Rapier;60050300;14000;335030;0;11051068;-1;0;0;1;0;1;-1;-1;-1;-1;
33504;Antspur Rapier;60050400;17000;335040;0;11051071;-1;0;0;1;0;1;-1;-1;-1;-1;
33505;Frozen Needle;60050500;20000;335050;0;11051072;-1;0;0;1;0;1;-1;-1;-1;-1;
33506;Noble's Estoc;60050600;10000;335060;0;11051070;-1;0;0;1;0;1;-1;-1;-1;-1;
33600;Bloody Helice;60060000;20000;336000;0;11051076;-1;0;0;1;0;1;-1;-1;-1;-1;
33601;Godskin Stitcher;60060100;17000;336010;0;11051077;-1;0;0;1;0;1;-1;-1;-1;-1;
33602;Great Epee;60060200;16000;336020;0;11051069;-1;0;0;1;0;1;-1;-1;-1;-1;
33604;Dragon King's Cragblade;60060400;20000;336040;0;11051076;-1;0;0;1;0;1;-1;-1;-1;-1;
33700;Falchion;60070000;8000;337000;0;11051082;-1;0;0;1;0;1;-1;-1;-1;-1;
33701;Beastman's Curved Sword;60070100;12000;337010;0;11051089;-1;0;0;1;0;1;-1;-1;-1;-1;
33702;Shotel;60070200;18000;337020;0;11051085;-1;0;0;1;0;1;-1;-1;-1;-1;
33703;Shamshir;60070300;6000;337030;0;11051091;-1;0;0;1;0;1;-1;-1;-1;-1;
33704;Bandit's Curved Sword;60070400;8000;337040;0;11051082;-1;0;0;1;0;1;-1;-1;-1;-1;
33705;Magma Blade;60070500;20000;337050;0;11051023;-1;0;0;1;0;1;-1;-1;-1;-1;
33706;Flowing Curved Sword;60070600;15000;337060;0;11051090;-1;0;0;1;0;1;-1;-1;-1;-1;
33707;Wing of Astel;60070700;20000;337070;0;11051023;-1;0;0;1;0;1;-1;-1;-1;-1;
33708;Scavenger's Curved Sword;60070800;10000;337080;0;11051079;-1;0;0;1;0;1;-1;-1;-1;-1;
33710;Eclipse Shotel;60071000;20000;337100;0;11051081;-1;0;0;1;0;1;-1;-1;-1;-1;
33711;Serpent-God's Curved Sword;60071100;10000;337110;0;11051083;-1;0;0;1;0;1;-1;-1;-1;-1;
33712;Mantis Blade;60071200;12000;337120;0;11051087;-1;0;0;1;0;1;-1;-1;-1;-1;
33714;Scimitar;60071400;4000;337140;0;11051017;-1;0;0;1;0;1;-1;-1;-1;-1;
33715;Grossmesser;60071500;14000;337150;0;11051080;-1;0;0;1;0;1;-1;-1;-1;-1;
33801;Onyx Lord's Greatsword;60080100;20000;338010;0;11051098;-1;0;0;1;0;1;-1;-1;-1;-1;
33802;Dismounter;60080200;16000;338020;0;11051092;-1;0;0;1;0;1;-1;-1;-1;-1;
33803;Bloodhound's Fang;60080300;18000;338030;0;11051097;-1;0;0;1;0;1;-1;-1;-1;-1;
33804;Magma Wyrm's Scalesword;60080400;20000;338040;0;11051098;-1;0;0;1;0;1;-1;-1;-1;-1;
33805;Zamor Curved Sword;60080500;16000;338050;0;11051099;-1;0;0;1;0;1;-1;-1;-1;-1;
33806;Omen Cleaver;60080600;18000;338060;0;11051094;-1;0;0;1;0;1;-1;-1;-1;-1;
33807;Monk's Flameblade;60080700;12000;338070;0;11051087;-1;0;0;1;0;1;-1;-1;-1;-1;
33808;Beastman's Cleaver;60080800;20000;338080;0;11051098;-1;0;0;1;0;1;-1;-1;-1;-1;
33810;Morgott's Cursed Sword;60081000;20000;338100;0;11051095;-1;0;0;1;0;1;-1;-1;-1;-1;
33900;Uchigatana;60090000;12000;339000;0;11051087;-1;0;0;1;0;1;-1;-1;-1;-1;
33901;Nagakiba;60090100;17000;339010;0;11051109;-1;0;0;1;0;1;-1;-1;-1;-1;
33902;Hand of Malenia;60090200;20000;339020;0;11051103;-1;0;0;1;0;1;-1;-1;-1;-1;
33903;Meteoric Ore Blade;60090300;18000;339030;0;11051109;-1;0;0;1;0;1;-1;-1;-1;-1;
33904;Rivers of Blood;60090400;20000;339040;0;11051108;-1;0;0;1;0;1;-1;-1;-1;-1;
33906;Moonveil;60090600;20000;339060;0;11051105;-1;0;0;1;0;1;-1;-1;-1;-1;
33907;Dragonscale Blade;60090700;16000;339070;0;11051109;-1;0;0;1;0;1;-1;-1;-1;-1;
33908;Serpentbone Blade;60090800;15000;339080;0;11051102;-1;0;0;1;0;1;-1;-1;-1;-1;
34000;Twinblade;60100000;12000;340000;0;11051019;-1;0;0;1;0;1;-1;-1;-1;-1;
34001;Godskin Peeler;60100100;16000;340010;0;11051112;-1;0;0;1;0;1;-1;-1;-1;-1;
34003;Twinned Knight Swords;60100300;14000;340030;0;11051110;-1;0;0;1;0;1;-1;-1;-1;-1;
34005;Eleonora's Poleblade;60100500;20000;340050;0;11051111;-1;0;0;1;0;1;-1;-1;-1;-1;
34008;Gargoyle's Twinblade;60100800;17000;340080;0;11051112;-1;0;0;1;0;1;-1;-1;-1;-1;
34009;Gargoyle's Black Blades;60100900;20000;340090;0;11051114;-1;0;0;1;0;1;-1;-1;-1;-1;
34100;Mace;60110000;9000;341000;0;11051122;-1;0;0;1;0;1;-1;-1;-1;-1;
34101;Club;60110100;50;341010;0;0;-1;0;0;1;0;1;-1;-1;-1;-1;
34103;Curved Club;60110300;3000;341030;0;11051117;-1;0;0;1;0;1;-1;-1;-1;-1;
34104;Warpick;60110400;3000;341040;0;11051117;-1;0;0;1;0;1;-1;-1;-1;-1;
34105;Morning Star;60110500;12000;341050;0;11051116;-1;0;0;1;0;1;-1;-1;-1;-1;
34106;Varre's Bouquet;60110600;20000;341060;0;11051124;-1;0;0;1;0;1;-1;-1;-1;-1;
34107;Spiked Club;60110700;6000;341070;0;11051118;-1;0;0;1;0;1;-1;-1;-1;-1;
34108;Hammer;60110800;6000;341080;0;11051119;-1;0;0;1;0;1;-1;-1;-1;-1;
34109;Monk's Flamemace;60110900;16000;341090;0;11051120;-1;0;0;1;0;1;-1;-1;-1;-1;
34110;Envoy's Horn;60111000;16000;341100;0;11051128;-1;0;0;1;0;1;-1;-1;-1;-1;
34111;Scepter of the All-Knowing;60111100;20000;341110;0;11051124;-1;0;0;1;0;1;-1;-1;-1;-1;
34112;Nox Flowing Hammer;60111200;20000;341120;0;11051128;-1;0;0;1;0;1;-1;-1;-1;-1;
34113;Ringed Finger;60111300;14000;341130;0;11051129;-1;0;0;1;0;1;-1;-1;-1;-1;
34114;Stone Club;60111400;9000;341140;0;11051123;-1;0;0;1;0;1;-1;-1;-1;-1;
34115;Marika's Hammer;60111500;20000;341150;0;11051125;-1;0;0;1;0;1;-1;-1;-1;-1;
34200;Large Club;60120000;10000;342000;0;11051129;-1;0;0;1;0;1;-1;-1;-1;-1;
34201;Greathorn Hammer;60120100;16000;342010;0;11051137;-1;0;0;1;0;1;-1;-1;-1;-1;
34202;Battle Hammer;60120200;16000;342020;0;11051137;-1;0;0;1;0;1;-1;-1;-1;-1;
34206;Great Mace;60120600;12000;342060;0;11051131;-1;0;0;1;0;1;-1;-1;-1;-1;
34208;Curved Great Club;60120800;12000;342080;0;11051131;-1;0;0;1;0;1;-1;-1;-1;-1;
34213;Celebrant's Skull;60121300;12000;342130;0;11051131;-1;0;0;1;0;1;-1;-1;-1;-1;
34214;Pickaxe;60121400;14000;342140;0;11051135;-1;0;0;1;0;1;-1;-1;-1;-1;
34215;Beastclaw Greathammer;60121500;16000;342150;0;11051136;-1;0;0;1;0;1;-1;-1;-1;-1;
34216;Envoy's Long Horn;60121600;18000;342160;0;11051125;-1;0;0;1;0;1;-1;-1;-1;-1;
34217;Cranial Vessel Candlestand;60121700;20000;342170;0;11051144;-1;0;0;1;0;1;-1;-1;-1;-1;
34218;Great Stars;60121800;20000;342180;0;11051124;-1;0;0;1;0;1;-1;-1;-1;-1;
34219;Brick Hammer;60121900;14000;342190;0;11051134;-1;0;0;1;0;1;-1;-1;-1;-1;
34220;Devourer's Scepter;60122000;20000;342200;0;11051138;-1;0;0;1;0;1;-1;-1;-1;-1;
34221;Rotten Battle Hammer;60122100;18000;342210;0;11051133;-1;0;0;1;0;1;-1;-1;-1;-1;
34300;Nightrider Flail;60130000;16000;343000;0;11051146;-1;0;0;1;0;1;-1;-1;-1;-1;
34301;Flail;60130100;15000;343010;0;11051120;-1;0;0;1;0;1;-1;-1;-1;-1;
34302;Family Heads;60130200;18000;343020;0;11051145;-1;0;0;1;0;1;-1;-1;-1;-1;
34303;Bastard's Stars;60130300;20000;343030;0;11051147;-1;0;0;1;0;1;-1;-1;-1;-1;
34304;Chainlink Flail;60130400;18000;343040;0;11051146;-1;0;0;1;0;1;-1;-1;-1;-1;
34400;Battle Axe;60140000;3000;344000;0;11051152;-1;0;0;1;0;1;-1;-1;-1;-1;
34401;Forked Hatchet;60140100;10000;344010;0;11051156;-1;0;0;1;0;1;-1;-1;-1;-1;
34402;Hand Axe;60140200;50;344020;0;0;-1;0;0;1;0;1;-1;-1;-1;-1;
34403;Jawbone Axe;60140300;10000;344030;0;11051158;-1;0;0;1;0;1;-1;-1;-1;-1;
34404;Iron Cleaver;60140400;13000;344040;0;11051163;-1;0;0;1;0;1;-1;-1;-1;-1;
34405;Ripple Blade;60140500;20000;344050;0;11051157;-1;0;0;1;0;1;-1;-1;-1;-1;
34406;Celebrant's Cleaver;60140600;5000;344060;0;11051150;-1;0;0;1;0;1;-1;-1;-1;-1;
34408;Icerind Hatchet;60140800;16000;344080;0;11051151;-1;0;0;1;0;1;-1;-1;-1;-1;
34410;Highland Axe;60141000;8000;344100;0;11051156;-1;0;0;1;0;1;-1;-1;-1;-1;
34411;Sacrificial Axe;60141100;15000;344110;0;11051154;-1;0;0;1;0;1;-1;-1;-1;-1;
34412;Rosus' Axe;60141200;20000;344120;0;11051159;-1;0;0;1;0;1;-1;-1;-1;-1;
34414;Stormhawk Axe;60141400;20000;344140;0;11051159;-1;0;0;1;0;1;-1;-1;-1;-1;
34500;Greataxe;60150000;14000;345000;0;11051168;-1;0;0;1;0;1;-1;-1;-1;-1;
34501;Warped Axe;60150100;10000;345010;0;11051158;-1;0;0;1;0;1;-1;-1;-1;-1;
34502;Great Omenkiller Cleaver;60150200;15000;345020;0;11051168;-1;0;0;1;0;1;-1;-1;-1;-1;
34503;Crescent Moon Axe;60150300;18000;345030;0;11051164;-1;0;0;1;0;1;-1;-1;-1;-1;
34504;Axe of Godrick;60150400;18000;345040;0;11051169;-1;0;0;1;0;1;-1;-1;-1;-1;
34505;Longhaft Axe;60150500;12000;345050;0;11051163;-1;0;0;1;0;1;-1;-1;-1;-1;
34506;Rusted Anchor;60150600;13000;345060;0;11051167;-1;0;0;1;0;1;-1;-1;-1;-1;
34508;Executioner's Greataxe;60150800;16000;345080;0;11051162;-1;0;0;1;0;1;-1;-1;-1;-1;
34511;Winged Greathorn;60151100;20000;345110;0;11051165;-1;0;0;1;0;1;-1;-1;-1;-1;
34512;Butchering Knife;60151200;20000;345120;0;11051157;-1;0;0;1;0;1;-1;-1;-1;-1;
34513;Gargoyle's Great Axe;60151300;18000;345130;0;11051164;-1;0;0;1;0;1;-1;-1;-1;-1;
34514;Gargoyle's Black Axe;60151400;20000;345140;0;11051172;-1;0;0;1;0;1;-1;-1;-1;-1;
34600;Short Spear;60160000;3000;346000;0;11051000;-1;0;0;1;0;1;-1;-1;-1;-1;
34601;Spear;60160100;6000;346010;0;11051174;-1;0;0;1;0;1;-1;-1;-1;-1;
34602;Crystal Spear;60160200;16000;346020;0;11051177;-1;0;0;1;0;1;-1;-1;-1;-1;
34603;Clayman's Harpoon;60160300;15000;346030;0;11051187;-1;0;0;1;0;1;-1;-1;-1;-1;
34604;Cleanrot Spear;60160400;20000;346040;0;11051187;-1;0;0;1;0;1;-1;-1;-1;-1;
34605;Partisan;60160500;12000;346050;0;11051188;-1;0;0;1;0;1;-1;-1;-1;-1;
34606;Celebrant's Rib-Rake;60160600;9000;346060;0;11051175;-1;0;0;1;0;1;-1;-1;-1;-1;
34607;Pike;60160700;14000;346070;0;11051179;-1;0;0;1;0;1;-1;-1;-1;-1;
34608;Torchpole;60160800;12000;346080;0;11051180;-1;0;0;1;0;1;-1;-1;-1;-1;
34609;Bolt of Gransax;60160900;20000;346090;0;11051184;-1;0;0;1;0;1;-1;-1;-1;-1;
34611;Cross-Naginata;60161100;17000;346110;0;11051187;-1;0;0;1;0;1;-1;-1;-1;-1;
34612;Death Ritual Spear;60161200;20000;346120;0;11051189;-1;0;0;1;0;1;-1;-1;-1;-1;
34613;Inquisitor's Girandole;60161300;18000;346130;0;11051187;-1;0;0;1;0;1;-1;-1;-1;-1;
34614;Spiked Spear;60161400;14000;346140;0;11051182;-1;0;0;1;0;1;-1;-1;-1;-1;
34615;Iron Spear;60161500;9000;346150;0;11051175;-1;0;0;1;0;1;-1;-1;-1;-1;
34616;Rotten Crystal Spear;60161600;18000;346160;0;11051176;-1;0;0;1;0;1;-1;-1;-1;-1;
34701;Mohgwyn's Sacred Spear;60170100;20000;347010;0;11051194;-1;0;0;1;0;1;-1;-1;-1;-1;
34702;Siluria's Tree;60170200;20000;347020;0;11051195;-1;0;0;1;0;1;-1;-1;-1;-1;
34703;Serpent-Hunter;60170300;10000;347030;0;18001300;-1;0;0;1;0;1;-1;-1;-1;-1;
34705;Vyke's War Spear;60170500;20000;347050;0;11051186;-1;0;0;1;0;1;-1;-1;-1;-1;
34706;Lance;60170600;16000;347060;0;11051181;-1;0;0;1;0;1;-1;-1;-1;-1;
34707;Treespear;60170700;18000;347070;0;11051194;-1;0;0;1;0;1;-1;-1;-1;-1;
34800;Halberd;60180000;10000;348000;0;11051188;-1;0;0;1;0;1;-1;-1;-1;-1;
34801;Pest's Glaive;60180100;12000;348010;0;11051196;-1;0;0;1;0;1;-1;-1;-1;-1;
34802;Lucerne;60180200;14000;348020;0;11051199;-1;0;0;1;0;1;-1;-1;-1;-1;
34803;Banished Knight's Halberd;60180300;12000;348030;0;11051196;-1;0;0;1;0;1;-1;-1;-1;-1;
34804;Commander's Standard;60180400;20000;348040;0;11051207;-1;0;0;1;0;1;-1;-1;-1;-1;
34805;Nightrider Glaive;60180500;16000;348050;0;11051205;-1;0;0;1;0;1;-1;-1;-1;-1;
34806;Ripple Crescent Halberd;60180600;20000;348060;0;11051208;-1;0;0;1;0;1;-1;-1;-1;-1;
34807;Vulgar Militia Saw;60180700;14000;348070;0;11051197;-1;0;0;1;0;1;-1;-1;-1;-1;
34808;Golden Halberd;60180800;18000;348080;0;11051209;-1;0;0;1;0;1;-1;-1;-1;-1;
34809;Glaive;60180900;16000;348090;0;11051198;-1;0;0;1;0;1;-1;-1;-1;-1;
34810;Loretta's War Sickle;60181000;20000;348100;0;11051208;-1;0;0;1;0;1;-1;-1;-1;-1;
34811;Guardian's Swordspear;60181100;17000;348110;0;11051198;-1;0;0;1;0;1;-1;-1;-1;-1;
34813;Vulgar Militia Shotel;60181300;17000;348130;0;11051203;-1;0;0;1;0;1;-1;-1;-1;-1;
34814;Dragon Halberd;60181400;16000;348140;0;11051198;-1;0;0;1;0;1;-1;-1;-1;-1;
34815;Gargoyle's Halberd;60181500;18000;348150;0;11051205;-1;0;0;1;0;1;-1;-1;-1;-1;
34816;Gargoyle's Black Halberd;60181600;20000;348160;0;11051210;-1;0;0;1;0;1;-1;-1;-1;-1;
34900;Scythe;60190000;16000;349000;0;11051198;-1;0;0;1;0;1;-1;-1;-1;-1;
34901;Grave Scythe;60190100;18000;349010;0;11051212;-1;0;0;1;0;1;-1;-1;-1;-1;
34902;Halo Scythe;60190200;18000;349020;0;11051212;-1;0;0;1;0;1;-1;-1;-1;-1;
34906;Winged Scythe;60190600;20000;349060;0;11051214;-1;0;0;1;0;1;-1;-1;-1;-1;
35000;Whip;60200000;20000;350000;0;18001310;-1;0;0;1;0;1;-1;-1;-1;-1;
35002;Thorned Whip;60200200;13000;350020;0;11051216;-1;0;0;1;0;1;-1;-1;-1;-1;
35003;Magma Whip Candlestick;60200300;20000;350030;0;11051216;-1;0;0;1;0;1;-1;-1;-1;-1;
35005;Hoslow's Petal Whip;60200500;20000;350050;0;11051221;-1;0;0;1;0;1;-1;-1;-1;-1;
35006;Giant's Red Braid;60200600;20000;350060;0;11051216;-1;0;0;1;0;1;-1;-1;-1;-1;
35007;Urumi;60200700;17000;350070;0;11051217;-1;0;0;1;0;1;-1;-1;-1;-1;
35100;Caestus;60210000;50;351000;0;0;-1;0;0;1;0;1;-1;-1;-1;-1;
35101;Spiked Caestus;60210100;3000;351010;0;11051222;-1;0;0;1;0;1;-1;-1;-1;-1;
35106;Grafted Dragon;60210600;20000;351060;0;11051229;-1;0;0;1;0;1;-1;-1;-1;-1;
35107;Iron Ball;60210700;9000;351070;0;11051227;-1;0;0;1;0;1;-1;-1;-1;-1;
35108;Star Fist;60210800;12000;351080;0;11051225;-1;0;0;1;0;1;-1;-1;-1;-1;
35110;Katar;60211000;6000;351100;0;11051223;-1;0;0;1;0;1;-1;-1;-1;-1;
35111;Clinging Bone;60211100;20000;351110;0;11051234;-1;0;0;1;0;1;-1;-1;-1;-1;
35112;Veteran's Prosthesis;60211200;16000;351120;0;11051226;-1;0;0;1;0;1;-1;-1;-1;-1;
35113;Cipher Pata;60211300;20000;351130;0;11051234;-1;0;0;1;0;1;-1;-1;-1;-1;
35200;Hookclaws;60220000;9000;352000;0;11051227;-1;0;0;1;0;1;-1;-1;-1;-1;
35201;Venomous Fang;60220100;12000;352010;0;11051231;-1;0;0;1;0;1;-1;-1;-1;-1;
35202;Bloodhound Claws;60220200;15000;352020;0;11051232;-1;0;0;1;0;1;-1;-1;-1;-1;
35203;Raptor Talons;60220300;18000;352030;0;11051233;-1;0;0;1;0;1;-1;-1;-1;-1;
35300;Prelate's Inferno Crozier;60230000;20000;353000;0;11051237;-1;0;0;1;0;1;-1;-1;-1;-1;
35301;Watchdog's Staff;60230100;16000;353010;0;11051136;-1;0;0;1;0;1;-1;-1;-1;-1;
35302;Great Club;60230200;18000;353020;0;11051142;-1;0;0;1;0;1;-1;-1;-1;-1;
35303;Envoy's Greathorn;60230300;20000;353030;0;11051139;-1;0;0;1;0;1;-1;-1;-1;-1;
35304;Duelist Greataxe;60230400;17000;353040;0;11051162;-1;0;0;1;0;1;-1;-1;-1;-1;
35305;Axe of Godfrey;60230500;20000;353050;0;11051166;-1;0;0;1;0;1;-1;-1;-1;-1;
35306;Dragon Greatclaw;60230600;20000;353060;0;11051239;-1;0;0;1;0;1;-1;-1;-1;-1;
35307;Staff of the Avatar;60230700;20000;353070;0;11051236;-1;0;0;1;0;1;-1;-1;-1;-1;
35308;Fallingstar Beast Jaw;60230800;20000;353080;0;11051194;-1;0;0;1;0;1;-1;-1;-1;-1;
35310;Ghiza's Wheel;60231000;20000;353100;0;11051213;-1;0;0;1;0;1;-1;-1;-1;-1;
35311;Giant-Crusher;60231100;20000;353110;0;11051237;-1;0;0;1;0;1;-1;-1;-1;-1;
35312;Golem's Halberd;60231200;20000;353120;0;11051204;-1;0;0;1;0;1;-1;-1;-1;-1;
35313;Troll's Hammer;60231300;20000;353130;0;11051132;-1;0;0;1;0;1;-1;-1;-1;-1;
35314;Rotten Staff;60231400;20000;353140;0;11051236;-1;0;0;1;0;1;-1;-1;-1;-1;
35315;Rotten Greataxe;60231500;20000;353150;0;11051239;-1;0;0;1;0;1;-1;-1;-1;-1;
35400;Torch;60240000;50;354000;0;0;-1;0;0;1;0;1;-1;-1;-1;-1;
35402;Steel-Wire Torch;60240200;1000;354020;0;19001390;-1;0;0;1;0;1;-1;-1;-1;-1;
35404;St. Trina's Torch;60240400;5000;354040;0;19001391;-1;0;0;1;0;1;-1;-1;-1;-1;
35405;Ghostflame Torch;60240500;3000;354050;0;19001392;-1;0;0;1;0;1;-1;-1;-1;-1;
35406;Beast-Repellent Torch;60240600;4000;354060;0;19001393;-1;0;0;1;0;1;-1;-1;-1;-1;
35407;Sentry's Torch;60240700;5000;354070;0;19001394;-1;0;0;1;0;1;-1;-1;-1;-1;
36000;Buckler;60300000;4000;360000;0;18001370;-1;0;0;1;0;1;-1;-1;-1;-1;
36001;Perfumer's Shield;60300100;8000;360010;0;18001380;-1;0;0;1;0;1;-1;-1;-1;-1;
36002;Man-Serpent's Shield;60300200;4000;360020;0;18001370;-1;0;0;1;0;1;-1;-1;-1;-1;
36003;Rickety Shield;60300300;50;360030;0;0;-1;0;0;1;0;1;-1;-1;-1;-1;
36004;Pillory Shield;60300400;1000;360040;0;18001360;-1;0;0;1;0;1;-1;-1;-1;-1;
36006;Beastman's Jar-Shield;60300600;10000;360060;0;18001440;-1;0;0;1;0;1;-1;-1;-1;-1;
36007;Red Thorn Roundshield;60300700;1000;360070;0;18001360;-1;0;0;1;0;1;-1;-1;-1;-1;
36008;Scripture Wooden Shield;60300800;1000;360080;0;18001360;-1;0;0;1;0;1;-1;-1;-1;-1;
36009;Riveted Wooden Shield;60300900;1000;360090;0;18001360;-1;0;0;1;0;1;-1;-1;-1;-1;
36010;Blue-White Wooden Shield;60301000;1000;360100;0;18001360;-1;0;0;1;0;1;-1;-1;-1;-1;
36011;Rift Shield;60301100;4000;360110;0;18001370;-1;0;0;1;0;1;-1;-1;-1;-1;
36012;Iron Roundshield;60301200;4000;360120;0;18001370;-1;0;0;1;0;1;-1;-1;-1;-1;
36013;Gilded Iron Shield;60301300;4000;360130;0;18001370;-1;0;0;1;0;1;-1;-1;-1;-1;
36014;Ice Crest Shield;60301400;4000;360140;0;18001370;-1;0;0;1;0;1;-1;-1;-1;-1;
36015;Smoldering Shield;60301500;8000;360150;0;18001380;-1;0;0;1;0;1;-1;-1;-1;-1;
36019;Spiralhorn Shield;60301900;8000;360190;0;18001380;-1;0;0;1;0;1;-1;-1;-1;-1;
36020;Coil Shield;60302000;8000;360200;0;18001380;-1;0;0;1;0;1;-1;-1;-1;-1;
36100;Kite Shield;60310000;6000;361000;0;18001430;-1;0;0;1;0;1;-1;-1;-1;-1;
36101;Marred Leather Shield;60310100;1000;361010;0;18001400;-1;0;0;1;0;1;-1;-1;-1;-1;
36102;Marred Wooden Shield;60310200;2000;361020;0;18001410;-1;0;0;1;0;1;-1;-1;-1;-1;
36103;Banished Knight's Shield;60310300;10000;361030;0;18001440;-1;0;0;1;0;1;-1;-1;-1;-1;
36104;Albinauric Shield;60310400;10000;361040;0;18001440;-1;0;0;1;0;1;-1;-1;-1;-1;
